Gender ,Age,Title,School Type Level,What is the School location,School Category,State
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,24.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,30.0,Teacher,Secondary,Urban,Non-IDP School,Jonglei
Male,47.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,16.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,22.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,17.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,29.0,Teacher,Secondary,Urban,Non-IDP School,Jonglei
Female,17.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,17.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,16.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,18.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,13.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Male,19.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Jonglei
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,17.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,16.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Female,12.0,Learner,Primary,Urban,Non-IDP School,Jonglei
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,34.0,Teacher,Primary,Urban,Non-IDP School,Jonglei
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,28.0,Teacher,Primary,Urban,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,19.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,17.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,60.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,46.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,58.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,39.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,60.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Female,55.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Equatoria
Male,49.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Female,32.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Male,16.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,12.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,29.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,15.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,14.0,Learner,Primary,Rural,Non-IDP School,Warrap
Male,13.0,Learner,Primary,Rural,Non-IDP School,Warrap
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,11.0,Learner,Primary,Urban,IDP School,Central Equatoria
Female,8.0,Learner,Primary,Urban,IDP School,Central Equatoria
Female,13.0,Learner,Primary,Urban,IDP School,Central Equatoria
Female,34.0,Parent/guardian/sibling,Primary,Urban,IDP School,Central Equatoria
Female,40.0,Parent/guardian/sibling,Primary,Urban,IDP School,Central Equatoria
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Central Equatoria
Female,49.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Central Equatoria
Male,30.0,Teacher,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,45.0,Teacher,Primary,Urban,Non-IDP School,Northern Bahr el Ghazal
Male,25.0,Teacher,Primary,Urban,Non-IDP School,Warrap
Male,30.0,Teacher,Secondary,Urban,Non-IDP School,Warrap
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,17.0,Learner,Primary,Rural,IDP School,Unity
Female,16.0,Learner,Primary,Rural,IDP School,Unity
Male,23.0,Learner,Primary,Rural,IDP School,Unity
Male,22.0,Learner,Primary,Rural,IDP School,Unity
Female,16.0,Learner,Primary,Rural,IDP School,Unity
Male,17.0,Learner,Primary,Rural,IDP School,Unity
Female,31.0,Parent/guardian/sibling,Primary,Rural,IDP School,Unity
Female,19.0,Learner,Primary,Rural,IDP School,Unity
Female,19.0,Learner,Primary,Rural,IDP School,Unity
Male,18.0,Learner,Primary,Rural,IDP School,Unity
Female,26.0,Learner,Primary,Rural,IDP School,Unity
Male,16.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Male,6.0,Learner,Primary,Urban,Non-IDP School,Central Equatoria
Female,20.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Eastern Equatoria
Male,16.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,36.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,21.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,49.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,33.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Eastern Equatoria
Male,29.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Eastern Equatoria
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Eastern Equatoria
Female,38.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Eastern Equatoria
,,,,,,Eastern Equatoria
,,,,,,Eastern Equatoria
Female,18.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,22.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,20.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,23.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,14.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,46.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,30.0,Teacher,Primary,Urban,Non-IDP School,Unity
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,30.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,41.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,60.0,Teacher,Primary,Rural,Non-IDP School,Western Equatoria
Male,18.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,11.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,11.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,9.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,17.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,16.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,11.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
Male,11.0,Learner,Primary,Urban,Non-IDP School,Western Equatoria
Male,10.0,Learner,Primary,Rural,Non-IDP School,Western Equatoria
,,,,,,Jonglei
Male,12.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
Male,56.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
Female,15.0,Learner,Primary,Rural,Non-IDP School,Warrap
,,,,,,Warrap
,,,,,,Warrap
,,,,,,Warrap
Male,37.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,38.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,41.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,41.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,40.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,25.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,13.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,12.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,8.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,9.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,9.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,6.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,34.0,Learner,Primary,Urban,Non-IDP School,Eastern Equatoria
Male,38.0,Teacher,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,15.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,22.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,25.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,14.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,46.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Male,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
Female,23.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,12.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,13.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,22.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,25.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,21.0,Teacher,Secondary,Urban,Non-IDP School,Lakes
Female,35.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Male,40.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Female,43.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Male,36.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Male,37.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Female,34.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Female,48.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Male,51.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Male,48.0,Parent/guardian/sibling,Secondary,Urban,Non-IDP School,Lakes
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,19.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,17.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,15.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,21.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,22.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,23.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,19.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Male,25.0,Learner,Secondary,Urban,Non-IDP School,Lakes
Female,17.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Male,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Male,45.0,Parent/guardian/sibling,Primary,Rural,Non-IDP School,Western Bahr el Ghazal
,,,,,,Western Bahr el Ghazal
Female,15.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,14.0,Learner,Primary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,15.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,19.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,13.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,14.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,11.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,20.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,19.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,47.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,44.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,51.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,22.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,43.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Male,13.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,47.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,68.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,32.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,31.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,50.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,34.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,38.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,40.0,Parent/guardian/sibling,Primary,Urban,Non-IDP School,Unity
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
,,,,,,Unity
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,19.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,25.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,17.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,14.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,23.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,13.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,31.0,Teacher,Secondary,Urban,Non-IDP School,Jonglei
Female,18.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,28.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,21.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,18.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,14.0,Learner,Primary,Urban,Non-IDP School,Unity
,,,,,,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,14.0,Learner,Primary,Urban,Non-IDP School,Unity
Female,16.0,Learner,Primary,Urban,Non-IDP School,Unity
Male,28.0,Teacher,Primary,Urban,Non-IDP School,Unity
Female,17.0,Learner,Secondary,Urban,Non-IDP School,Western Bahr el Ghazal
Female,22.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Female,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
Male,20.0,Learner,Secondary,Urban,Non-IDP School,Jonglei
